id|tollbooth_id|tramo_name|motorbike|car|Car-axle|b2|b3|b4|t2|t3|t4|t5|t6|t7|t8|t9|Load-axle|road_length_km|fair_ref|sct_idVia|via
448|492|Zacatecas-monclova|$      37.00|$           76.00|$      37.00|$     139.00|$     139.00|$     139.00|$     149.00|$     149.00|$        149.00|$         265.00|$       265.00|$        275.00|$          275.00|$        275.00|$      74.00|31.5|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
449|492|Zacatecas-torreon|$      25.00|$           51.00|$      25.00|$       95.00|$       95.00|$       95.00|$     102.00|$     102.00|$        102.00|$         181.00|$       181.00|$        186.00|$          186.00|$        186.00|$      51.00|21.5|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
450|492|Torreon-monclova|$      12.00|$           25.00|$      12.00|$       44.00|$       44.00|$       44.00|$       47.00|$       47.00|$           47.00|$           84.00|$          84.00|$          89.00|$            89.00|$           89.00|$      23.00|10|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
451|491|Monclova-ojo caliente 2|$      29.00|$           59.00|$      29.00|$     107.00|$     107.00|$     107.00|$     118.00|$     118.00|$        118.00|$         221.00|$       221.00|$        230.00|$          230.00|$        230.00|$      58.00|22|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
452|491|Monclova-ojo caliente 1|$      15.00|$           31.00|$      15.00|$       60.00|$       60.00|$       60.00|$       67.00|$       67.00|$           67.00|$         129.00|$       129.00|$        133.00|$          133.00|$        133.00|$      33.00|13.8|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
453|491|ojo caliente 1-ojo caliente 2|$      14.00|$           28.00|$      14.00|$       47.00|$       47.00|$       47.00|$       51.00|$       51.00|$           51.00|$           92.00|$          92.00|$          97.00|$            97.00|$           97.00|$      25.00|8.2|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
454|490|ojo caliente 2-morones prieto|$      71.00|$        143.00|$      71.00|$     269.00|$     269.00|$     269.00|$     294.00|$     294.00|$        294.00|$         532.00|$       532.00|$        555.00|$          555.00|$        555.00|$   147.00|41.6|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
455|490|ojo caliente 2-periferico|$      49.00|$           98.00|$      49.00|$     162.00|$     162.00|$     162.00|$     178.00|$     178.00|$        178.00|$         322.00|$       322.00|$        335.00|$          335.00|$        335.00|$      89.00|28.7|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
456|490|Periferico-morones prieto|$      2 2.00|$          4 5.00|$      2 2.00|$    1 07.00|$    1 07.00|$    1 07.00|$    1 16.00|$    1 16.00|$        1 16.00|$        2 10.00|$       2 10.00|$       2 20.00|$         2 20.00|$        2 20.00|$     5 8.00|12.9|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo
457|490|el jonuco-periferico|10|21|10|33|33|33|33|33|33|49|49|49|49|49|16|7.254|operator_site|219|Monterrey-saltillo y libramiento norponiente de saltillo
458|490|el jonuco-morones prieto|27|55|27|92|92|92|92|92|92|134|134|134|134|134|46|20.191|operator_site|219|Monterrey-saltillo y libramiento norponiente de saltillo
459|140|LIBRAMIENTO ORIENTE DE SALTILLO|$      2 5.00|$          5 1.00|$      2 6.00|$       7 7.00|$       7 7.00|$       7 7.00||||||||||21|pase|42|libramiento oriente de saltillo
460|141|puerto mexico-ent. La carbonera|$      3 9.00|$          7 8.00|$      3 9.00|$    1 33.00|$    1 33.00|$    1 33.00|$    1 79.00|$    1 79.00|$        1 79.00|$        2 79.00|$       2 79.00|$       3 47.00|$         3 47.00|$        3 47.00|$     9 0.00|32|pase|31|puerto méxico-ent. La carbonera
461|142|puerto mexico-huachichil|$      2 9.00|$          5 9.00|$      3 0.00|$       9 0.00|$       9 0.00|$       9 0.00|$    1 62.00|$    1 62.00|$        1 62.00|$        2 19.00|$       2 19.00|$       2 76.00|$         2 76.00|$        2 76.00|$     8 1.00|32|pase|31|puerto méxico-ent. La carbonera
462|421|LIBRAMIENTO MATEHUALA|$      2 2.00|$          4 3.00|$      2 2.00|$       7 0.00|$       7 0.00|$       7 0.00|$       7 0.00|$       7 0.00|$          7 0.00|$        1 32.00|$       1 32.00|$       1 95.00|$         1 95.00|$        1 95.00|$     4 3.00|14.2|pase|176|libramiento de matehuala
463|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$   1 13.00|$        2 21.00|$   1 13.00|$    4 24.00|$    4 24.00|$    4 24.00|$    2 36.00|$    2 36.00|$        2 36.00|$        5 73.00|$       5 73.00|$    1 ,377.00|$      1 ,377.00|$    1 ,377.00|$   2 02.00||pase||
464|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      7 0.00|$        1 33.00|$      6 8.00|$    2 66.00|$    2 66.00|$    2 66.00|$    1 50.00|$    1 50.00|$        1 50.00|$        3 50.00|$       3 50.00|$       8 35.00|$         8 35.00|$        8 35.00|$   1 30.00||pase||
465|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      4 3.00|$          8 3.00|$      4 3.00|$    1 74.00|$    1 74.00|$    1 74.00|$    1 01.00|$    1 01.00|$        1 01.00|$        2 29.00|$       2 29.00|$       5 39.00|$         5 39.00|$        5 39.00|$     8 6.00||pase||
466|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      3 6.00|$          6 6.00|$      3 6.00|$    1 28.00|$    1 28.00|$    1 28.00|$       7 2.00|$       7 2.00|$          7 2.00|$        1 69.00|$       1 69.00|$       3 96.00|$         3 96.00|$        3 96.00|$     6 0.00||pase||
467|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      2 6.00|$          4 5.00|$      2 6.00|$       7 6.00|$       7 6.00|$       7 6.00|$       4 5.00|$       4 5.00|$          4 5.00|$        1 08.00|$       1 08.00|$       2 56.00|$         2 56.00|$        2 56.00|$     4 0.00||pase||
468|452|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      8 9.00|$        1 74.00|$      9 0.00|$    3 35.00|$    3 35.00|$    3 35.00|$    2 18.00|$    2 18.00|$        2 18.00|$        5 35.00|$       5 35.00|$       9 71.00|$         9 71.00|$        9 71.00|$   1 45.00||pase||
469|452|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      5 8.00|$        1 09.00|$      5 8.00|$    2 05.00|$    2 05.00|$    2 05.00|$    1 34.00|$    1 34.00|$        1 34.00|$        3 31.00|$       3 31.00|$       5 83.00|$         5 83.00|$        5 83.00|$     9 0.00||pase||
470|452|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      4 1.00|$          7 6.00|$      4 1.00|$    1 34.00|$    1 34.00|$    1 34.00|$       9 0.00|$       9 0.00|$          9 0.00|$        2 12.00|$       2 12.00|$       3 86.00|$         3 86.00|$        3 86.00|$     6 7.00||pase||
471|505|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      8 6.00|$        1 72.00|$      8 6.00|$    3 34.00|$    3 34.00|$    3 34.00|$    2 01.00|$    2 01.00|$        2 01.00|$        4 96.00|$       4 96.00|$    1 ,040.00|$      1 ,040.00|$    1 ,040.00|$   1 62.00||pase||
472|505|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      2 0.00|$          2 0.00||$       5 0.00|$       5 0.00|$       5 0.00|$       5 0.00|$       5 0.00|$          5 0.00|$          5 0.00|$         5 0.00|$         5 0.00|$           5 0.00|$          5 0.00|||pase||
473|450|MONTERREY-CADEREYTA|$      4 3.00|$          8 3.00|$      8 3.00|$    1 59.00|$    1 59.00|$    1 59.00|$    1 59.00|$    1 59.00|$        1 59.00|$        3 07.00|$       3 07.00|$       3 82.00|$         4 57.00|$        5 26.00|$     8 3.00||pase||
474|451|MONTERREY-CADEREYTA|$      4 4.00|$          8 4.00|$      8 4.00|$    1 62.00|$    1 62.00|$    1 62.00|$    1 62.00|$    1 62.00|$        1 62.00|$        3 10.00|$       3 10.00|$       3 88.00|$         4 64.00|$        5 38.00|$     8 4.00||pase||
475|451|MONTERREY-CADEREYTA|$      3 5.00|$          6 0.00|$      6 1.00|$    1 19.00|$    1 19.00|$    1 19.00|$    1 19.00|$    1 19.00|$        1 19.00|$        2 35.00|$       2 35.00|$       2 87.00|$         3 42.00|$        4 00.00|$     6 1.00||pase||
476|40|PUENTE CADEREYTA|$        8 .00|$          1 5.00|$        8 .00|$       2 0.00|$       2 0.00|$       2 0.00|$       2 0.00|$       2 0.00|$          2 8.00|$          2 8.00|$         3 7.00|$         3 7.00|$           3 7.00|$          3 7.00|$     1 1.00|0.179|pase|66|puente cadereyta
477|586|AGUJITA-ALLENDE|$      6 8.00|$        1 36.00|$      2 6.00|$    2 30.00|$    2 30.00|$    2 30.00|$    2 30.00|$    2 30.00|$        2 30.00|$        3 25.00|$       3 25.00|$       3 60.00|$         3 60.00|$        3 60.00|$     2 6.00||pase||
478|65|PUENTE ACUÑA|$      1 6.00|$          3 2.00|$      1 6.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$          6 5.00|$          6 5.00|$         6 5.00|$         6 5.00|$           6 5.00|$          6 5.00|$     3 2.00|0.129|pase|64|puente cd. Acuña
479|108|Monterrey-la gloria|$   1 66.00|$        3 32.00|$   1 66.00|$    4 42.00|$    4 42.00|$    4 42.00|$    4 40.00|$    4 40.00|$        4 40.00|$        6 00.00|$       6 00.00|$       6 89.00|$         6 89.00|$        6 89.00|$   2 20.00|123.1|pase|59|Monterrey-nuevo laredo
480|109|Monterrey-agua leguas|$      6 8.00|$        1 36.00|$      6 8.00|$    1 80.00|$    1 80.00|$    1 80.00|$    1 79.00|$    1 79.00|$        1 79.00|$        2 23.00|$       2 23.00|$       2 56.00|$         2 56.00|$        2 56.00|$     9 0.00|56.9|pase|59|Monterrey-nuevo laredo
481|110|Monterrey-sabinas|$      9 5.00|$        1 90.00|$      9 5.00|$    2 45.00|$    2 45.00|$    2 45.00|$    2 44.00|$    2 44.00|$        2 44.00|$        3 28.00|$       3 28.00|$       3 74.00|$         3 74.00|$        3 74.00|$   1 22.00|77.3|pase|59|Monterrey-nuevo laredo
482|110|Sabinas-la gloria|$      7 2.00|$        1 45.00|$      7 3.00|$    2 00.00|$    2 00.00|$    2 00.00|$    1 99.00|$    1 99.00|$        1 99.00|$        2 76.00|$       2 76.00|$       3 14.00|$         3 14.00|$        3 14.00|$   1 00.00|45.8|pase|59|Monterrey-nuevo laredo
483|938|MONTERREY-NUEVO LAREDO (LA GLORIA-SAN|$      6 9.00|$        1 38.00|$      6 9.00|$    1 81.00|$    1 81.00|$    1 81.00|$    1 81.00|$    1 81.00|$        1 81.00|$        2 45.00|$       2 45.00|$       2 79.00|$         2 79.00|$        2 79.00|$   1 38.00||pase||
484||agua leguas-paras|25|50|26|63|63|63|63|63|63|108|108|118|118|118|35|19.4|sct_site|59|Monterrey-nuevo laredo
485||agua leguas-sabinas|25|50|26|63|63|63|63|63|63|108|108|118|118|118|35|20.4|sct_site|59|Monterrey-nuevo laredo
486|128|Cadereyta-la sierrita|$   1 72.00|$        3 45.00|$   1 73.00|$    4 39.00|$    4 39.00|$    4 39.00|$    4 27.00|$    4 27.00|$        4 27.00|$        6 39.00|$       6 39.00|$       7 08.00|$         7 08.00|$        7 08.00|$   2 14.00|132.015|pase|5|Cadereyta-reynosa
487|128|general bravo-la sierrita|$      7 7.00|$        1 54.00|$      7 7.00|$    2 01.00|$    2 01.00|$    2 01.00|$    1 98.00|$    1 98.00|$        1 98.00|$        3 01.00|$       3 01.00|$       3 14.00|$         3 14.00|$        3 14.00|$     9 9.00|47|pase|5|Cadereyta-reynosa
488|129|los herrera-la sierrita|$   1 00.00|$        2 00.00|$   1 00.00|$    2 54.00|$    2 54.00|$    2 54.00|$    2 50.00|$    2 50.00|$        2 50.00|$        3 81.00|$       3 81.00|$       4 05.00|$         4 05.00|$        4 05.00|$   1 25.00|68.2|pase|5|Cadereyta-reynosa
489|129|Cadereyta-los herreras|$      7 2.00|$        1 45.00|$      7 3.00|$    1 84.00|$    1 84.00|$    1 84.00|$    1 78.00|$    1 78.00|$        1 78.00|$        2 56.00|$       2 56.00|$       3 07.00|$         3 07.00|$        3 07.00|$     8 9.00|63.815|pase|5|Cadereyta-reynosa
490|130|los ramones-la sierrita|$   1 26.00|$        2 53.00|$   1 27.00|$    3 27.00|$    3 27.00|$    3 27.00|$    3 18.00|$    3 18.00|$        3 18.00|$        4 95.00|$       4 95.00|$       5 30.00|$         5 30.00|$        5 30.00|$   1 59.00|96.74|pase|5|Cadereyta-reynosa
491|130|Cadereyta-los ramones|$      4 7.00|$          9 4.00|$      4 7.00|$    1 18.00|$    1 18.00|$    1 18.00|$    1 15.00|$    1 15.00|$        1 15.00|$        1 45.00|$       1 45.00|$       1 79.00|$         1 79.00|$        1 79.00|$     5 8.00|35.275|pase|5|Cadereyta-reynosa
492|131|Cadereyta-general bravo|$      9 6.00|$        1 92.00|$      9 6.00|$    2 43.00|$    2 43.00|$    2 43.00|$    2 32.00|$    2 32.00|$        2 32.00|$        3 39.00|$       3 39.00|$       3 94.00|$         3 94.00|$        3 94.00|$   1 16.00|85.015|pase|5|Cadereyta-reynosa
493||los herrera-general bravo|23|46|25|58|58|58|57|57|57|78|78|94|94|94|29|21.2|sct_site|5|Cadereyta-reynosa
494||los ramones-los herrera|27|55|27|70|70|70|66|66|66|115|115|128|128|128|33|28.54|sct_site|5|Cadereyta-reynosa
495||los ramones-general bravo|50|101|51|126|126|126|120|120|120|198|198|215|215|215|61|49.74|sct_site|5|Cadereyta-reynosa
496|15|ent. Caderayta-reynosa-ent. San fernando|$      2 8.00|$          5 6.00|$      2 8.00|$       7 4.00|$       7 4.00|$       7 4.00|$       7 4.00|$       7 4.00|$          7 4.00|$        1 12.00|$       1 12.00|$       1 15.00|$         1 15.00|$        1 15.00|$     3 7.00|24.3|pase|230|libramiento sur II de reynosa
497|194|ent. San fernando- ent. p.i reynosa-pharr|$      1 6.00|$          3 3.00|$      1 7.00|$       4 1.00|$       4 1.00|$       4 1.00|$       4 1.00|$       4 1.00|$          4 1.00|$          6 4.00|$         6 4.00|$         6 8.00|$           6 8.00|$          6 8.00|$     2 1.00|12.7|pase|230|libramiento sur II de reynosa
498|194|ent. San fernando- ent. Anzalduas|$      1 6.00|$          3 3.00|$      1 7.00|$       4 1.00|$       4 1.00|$       4 1.00|$       4 1.00|$       4 1.00|$          4 1.00|$          6 4.00|$         6 4.00|$         6 8.00|$           6 8.00|$          6 8.00|$     2 1.00|13.6|pase|230|libramiento sur II de reynosa
499|15|libramiento sur II de reynosa|44|89|45|115|115|115|115|115|115|176|176|183|183|183|58|37|sct_site|230|libramiento sur II de reynosa
500|75|PTE. INTERNACIONAL NUEVO AMANECER (RE|$      2 3.00|$          4 6.00|$      2 3.00|$       9 7.00|$       9 7.00|$       9 7.00|$       9 5.00|$       9 5.00|$          9 5.00|$        1 96.00|$       1 96.00|$       3 12.00|$         3 12.00|$        3 12.00|$     4 8.00|2.629|pase|95|puente reynosa-pharr
501|171|PUENTE INTERNACIONAL LOS TOMATES|$      2 3.00|$          4 6.00|$      2 3.00|$       9 7.00|$       9 7.00|$       9 7.00|$       9 5.00|$       9 5.00|$          9 5.00|$        1 96.00|$       1 96.00|$       3 12.00|$         3 12.00|$        3 12.00|$     4 8.00|0.81|pase|83|puente los tomates
502|170|REYNOSA-MATAMOROS|$      5 0.00|$        1 01.00|$      5 1.00|$    1 81.00|$    1 81.00|$    1 81.00|$    1 81.00|$    1 81.00|$        1 81.00|$        2 67.00|$       2 67.00|$       3 48.00|$         3 48.00|$        3 48.00|$     9 1.00|44|pase|50|Reynosa-matamoros
503|170|Reynosa-nuevo progreso|$      2 5.00|$          5 1.00|$      2 6.00|$       9 4.00|$       9 4.00|$       9 4.00|$       9 0.00|$       9 0.00|$          9 0.00|$        1 36.00|$       1 36.00|$       1 72.00|$         1 72.00|$        1 72.00|$     4 5.00|22.39|pase|50|Reynosa-matamoros
504|170|nuevo progreso-matamoros|$      2 5.00|$          5 1.00|$      2 6.00|$       9 4.00|$       9 4.00|$       9 4.00|$       9 0.00|$       9 0.00|$          9 0.00|$        1 36.00|$       1 36.00|$       1 72.00|$         1 72.00|$        1 72.00|$     4 5.00|21.61|sct_site|50|Reynosa-matamoros
505|74|PUENTE JUAREZ LINCOLN|$      1 6.00|$          3 2.00|$      7 0.00|$       7 0.00|$       7 0.00|$       7 0.00|$       7 0.00|$    1 40.00|$        1 40.00|$        2 33.00|$       2 33.00|$       2 33.00|$         2 33.00|$          1 6.00|$     3 6.00|0.159|pase|78|puente juárez-lincon
506|31|PUENTE MIGUEL ALEMAN|$      1 6.00|$          3 2.00|$      6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$          6 5.00|$          6 5.00|$         6 5.00|$         6 5.00|$           6 5.00|$          1 6.00|$     3 2.00|0.155|pase|85|puente miguel alemán
507|48|PUENTE SAN JUAN|$        9 .00|$          1 7.00|$        9 .00|$       3 3.00|$       3 3.00|$       3 3.00|$       3 3.00|$       3 3.00|$          5 3.00|$          5 3.00|$         7 5.00|$         7 5.00|$           7 5.00|$          7 5.00|$     1 7.00|0.175|pase|97|puente san juan
508|30|PUENTE CAMARGO|$      1 6.00|$          3 2.00|$      1 6.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$          6 5.00|$          6 5.00|$         6 5.00|$         6 5.00|$           6 5.00|$          6 5.00|$     3 2.00|0.116|pase|67|puente camargo
509|37|PUENTE REYNOSA|$      1 6.00|$          3 2.00|$      1 6.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$          6 5.00|$          6 5.00|$         6 5.00|$         6 5.00|$           6 5.00|$          6 5.00|$     3 2.00|0.112|pase|94|puente reynosa-pharr
510|47|PUENTE LAS FLORES|$      1 6.00|$          3 2.00|$      1 6.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$          6 5.00|$          6 5.00|$         6 5.00|$         6 5.00|$           6 5.00|$          6 5.00|$     3 2.00|0.083|pase|81|puente las flores
511|50|PUENTE INTERNACIONAL OJINAGA|$      1 5.00|$          3 0.00|$      1 5.00|$       5 8.00|$       5 8.00|$       5 8.00|$       5 8.00|$       5 8.00|$          5 8.00|$          5 8.00|$         5 8.00|$         5 8.00|$           5 8.00|$          5 8.00|$     2 9.00|0.121|pase|88|puente ojinaga
512|20|PUENTE MATAMOROS|$      1 6.00|$          3 2.00|$      1 6.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$          6 5.00|$          6 5.00|$         6 5.00|$         6 5.00|$           6 5.00|$          6 5.00|$     3 2.00|0.155|pase|84|puente matamoros
513|62|PUENTE PIEDRAS NEGRAS|$      1 6.00|$          3 2.00|$      1 6.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$       6 5.00|$          6 5.00|$          6 5.00|$         6 5.00|$         6 5.00|$           6 5.00|$          6 5.00|$     3 2.00|0.113|pase|92|puente piedras negras
514||puente piedras negras II|18|36|53|70|70|70|70|70|70|151|151|250|250|250|17|0.102|operator_site|93|puente piedras negras II
515|419|LIBRAMIENTO MEXICALI|$      5 8.00|$        1 15.00|$      5 8.00|$    1 99.00|$    1 99.00|$    1 99.00|$    1 99.00|$    1 99.00|$        1 99.00|$        2 87.00|$       2 87.00|$       3 38.00|$         3 38.00|$        3 38.00|$   1 15.00|41|pase|199|libramiento de mexicalli
516|419|entronque cuernavaca-entronque san felipe|$      1 8.00|$          3 5.00|$      1 8.00|$       5 7.00|$       5 7.00|$       5 7.00|$       5 7.00|$       5 7.00|$          5 7.00|$          8 8.00|$         8 8.00|$         9 6.00|$           9 6.00|$          9 6.00|$     3 5.00|12|pase|199|libramiento de mexicalli
517|83|el hongo-tecate|$      2 3.00|$          4 7.00|$      2 4.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 01.00|$    1 01.00|$        1 66.00|$        1 66.00|$       2 34.00|$       2 34.00|$         2 34.00|$        2 34.00|$     5 1.00|24.9|pase|114|Rumorosa-tecate
518|83|LA RUMOROSA-TECATE|$      5 1.00|$        1 03.00|$      5 2.00|$    1 84.00|$    1 84.00|$    1 84.00|$    1 84.00|$    1 84.00|$        3 30.00|$        3 30.00|$       4 76.00|$       4 76.00|$         4 76.00|$        4 76.00|$     9 2.00|55.5|pase|114|Rumorosa-tecate
519|83|Rumorosa-el hongo|$      2 3.00|$          4 7.00|$      2 4.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 01.00|$    1 01.00|$        1 66.00|$        1 66.00|$       2 34.00|$       2 34.00|$         2 34.00|$        2 34.00|$     5 1.00|30.56|sct_site|114|Rumorosa-tecate
520|34|la mision-rosarito|$      2 3.00|$          4 7.00|$      2 4.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 00.00|$        1 20.00|$        1 20.00|$       1 39.00|$       1 39.00|$         1 39.00|$        1 39.00|$     5 0.00|29.847|pase|118|Ensenada-tijuana
521|35|Rosarito-tijuana|$      2 3.00|$          4 7.00|$      2 4.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 00.00|$        1 20.00|$        1 20.00|$       1 39.00|$       1 39.00|$         1 39.00|$        1 39.00|$     5 0.00|25.927|pase|118|Ensenada-tijuana
522|189|la mision-corredor 2000|$      2 1.00|$          4 3.00|$      2 2.00|$       8 6.00|$       8 6.00|$       8 6.00|$       8 6.00|$       8 6.00|$        1 03.00|$        1 03.00|$       1 19.00|$       1 19.00|$         1 19.00|$        1 19.00|$     4 3.00|25.327|pase|118|Ensenada-tijuana
523|36|Ensenada-la mision|25|51|26|104|104|104|100|100|124|124|145|145|145|145|50|33.766|sct_site|118|Ensenada-tijuana
524|443|ATLACOMULCO - SN MARTIN TEXMELUCAN|$           3 02.00|$            6 04.00|$    3 08.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,716.00|$       1 ,716.00|$       2 ,568.00|$       2 ,568.00|$            2 ,568.00|$    5 62.00||pase||
525|443|ATLACOMULCO - SANCTORUM|$           2 46.00|$            4 92.00|$    2 52.00|$          9 37.00|$          9 37.00|$          9 37.00|$          9 37.00|$          9 37.00|$          9 37.00|$      1 ,435.00|$       1 ,435.00|$       2 ,176.00|$       2 ,176.00|$            2 ,176.00|$    4 71.00||pase||
526|443|ATLACOMULCO - CALPULALPAN|$           2 22.00|$            4 45.00|$    2 28.00|$          8 68.00|$          8 68.00|$          8 68.00|$          8 68.00|$          8 68.00|$          8 68.00|$      1 ,319.00|$       1 ,319.00|$       2 ,023.00|$       2 ,023.00|$            2 ,023.00|$    4 36.00||pase||
527|443|ATLACOMULCO - SAHAGUN|$           2 04.00|$            4 08.00|$    2 09.00|$          7 78.00|$          7 78.00|$          7 78.00|$          7 78.00|$          7 78.00|$          7 78.00|$      1 ,191.00|$       1 ,191.00|$       1 ,838.00|$       1 ,838.00|$            1 ,838.00|$    3 91.00||pase||
528|443|ATLACOMULCO - TULANCINGO|$           1 85.00|$            3 71.00|$    1 90.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$      1 ,101.00|$       1 ,101.00|$       1 ,695.00|$       1 ,695.00|$            1 ,695.00|$    3 64.00||pase||
529|443|ATLACOMULCO - PACHUCA|$           1 56.00|$            3 12.00|$    1 60.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          9 27.00|$           9 27.00|$       1 ,440.00|$       1 ,440.00|$            1 ,440.00|$    3 06.00||pase||
530|443|ATLACOMULCO - AJOLOAPAN|$           1 27.00|$            2 54.00|$    1 30.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          7 89.00|$           7 89.00|$       1 ,223.00|$       1 ,223.00|$            1 ,223.00|$    2 55.00||pase||
531|443|ATLACOMULCO - APAXCO|$           1 19.00|$            2 38.00|$    1 22.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          7 15.00|$           7 15.00|$       1 ,101.00|$       1 ,101.00|$            1 ,101.00|$    2 29.00||pase||
532|443|ATLACOMULCO - ATITALAQUIA|$           1 11.00|$            2 22.00|$    1 13.00|$          3 97.00|$          3 97.00|$          3 97.00|$          3 97.00|$          3 97.00|$          3 97.00|$          6 35.00|$           6 35.00|$           9 69.00|$           9 69.00|$                9 69.00|$    1 99.00||pase||
533|443|ATLACOMULCO - TULA I|$           1 03.00|$            2 07.00|$    1 05.00|$          3 76.00|$          3 76.00|$          3 76.00|$          3 76.00|$          3 76.00|$          3 76.00|$          5 67.00|$           5 67.00|$           8 90.00|$           8 90.00|$                8 90.00|$    1 89.00||pase||
534|443|ATLACOMULCO - TULA II|$             8 7.00|$            1 75.00|$      8 9.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          4 92.00|$           4 92.00|$           7 78.00|$           7 78.00|$                7 78.00|$    1 59.00||pase||
535|443|ATLACOMULCO - QUERETARO|$             6 3.00|$            1 27.00|$      6 5.00|$          2 22.00|$          2 22.00|$          2 22.00|$          2 22.00|$          2 22.00|$          2 22.00|$          3 50.00|$           3 50.00|$           5 67.00|$           5 67.00|$                5 67.00|$    1 11.00||pase||
536|443|ATLACOMULCO - JILOTEPEC|$             5 5.00|$            1 11.00|$      5 6.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          2 75.00|$           2 75.00|$           4 66.00|$           4 66.00|$                4 66.00|$      9 5.00||pase||
537|443|ATLACOMULCO - ACAMBAY|$             1 6.00|$               3 2.00|$      1 6.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            9 0.00|$             9 0.00|$           1 54.00|$           1 54.00|$                1 54.00|$      2 6.00||pase||
538|442|ACAMBAY - SN MARTIN TEXMELUCAN|$           2 86.00|$            5 72.00|$    2 92.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,626.00|$       1 ,626.00|$       2 ,415.00|$       2 ,415.00|$            2 ,415.00|$    5 36.00||pase||
539|442|ACAMBAY - SANCTORUM|$           2 30.00|$            4 61.00|$    2 36.00|$          8 84.00|$          8 84.00|$          8 84.00|$          8 84.00|$          8 84.00|$          8 84.00|$      1 ,345.00|$       1 ,345.00|$       2 ,023.00|$       2 ,023.00|$            2 ,023.00|$    4 45.00||pase||
540|442|ACAMBAY - CALPULALPAN|$           2 06.00|$             413.00|$    2 12.00|$          8 16.00|$          8 16.00|$          8 16.00|$          8 16.00|$          8 16.00|$          8 16.00|$      1 ,229.00|$       1 ,229.00|$       1 ,869.00|$       1 ,869.00|$            1 ,869.00|$    4 10.00||pase||
541|442|ACAMBAY - SAHAGUN|$           1 88.00|$            3 76.00|$    1 93.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$      1 ,101.00|$       1 ,101.00|$       1 ,684.00|$       1 ,684.00|$            1 ,684.00|$    3 64.00||pase||
542|442|ACAMBAY - TULANCINGO|$           1 69.00|$            3 39.00|$    1 74.00|$          6 73.00|$          6 73.00|$          6 73.00|$          6 73.00|$          6 73.00|$          6 73.00|$      1 ,011.00|$       1 ,011.00|$       1 ,541.00|$       1 ,541.00|$            1 ,541.00|$    3 38.00||pase||
