"stretch_id","stretch_name","stretch_length_km","sct_id_via","road_id","manage","way"
1212,"TOREO-LECHERÍA",,,122,"state","south-north"
1213,"TOREO-LÓPEZ PORTILLO",,,122,"state","south-north"
1214,"TOREO-TEPALCAPA",,,122,"state","south-north"
1215,"RIO SAN JOAQUÍN-G.BAZ",,,122,"state","south-north"
1216,"RIO SAN JOAQUÍN-LOMAS VERDES",,,122,"state","south-north"
1217,"RIO SAN JOAQUÍN-CIRCUNVALACIÓN",,,122,"state","south-north"
1218,"RIO SAN JOAQUÍN-SANTA MÓNICA",,,122,"state","south-north"
1219,"RIO SAN JOAQUÍN-VALLE DORADO",,,122,"state","south-north"
1220,"RIO SAN JOAQUÍN-L GPE.",,,122,"state","south-north"
1221,"RIO SAN JOAQUÍN-LECHERÍA",,,122,"state","south-north"
1222,"RIO SAN JOAQUÍN-LÓPEZ PORTILLO",,,122,"state","south-north"
1223,"RIO SAN JOAQUÍN-TEPALCAPA",,,122,"state","south-north"
1224,"GUSTAVO BAZ-LOMAS VERDES",,,122,"state","south-north"
1225,"GUSTAVO BAZ-CIRCUNVALACIÓN",,,122,"state","south-north"
1226,"GUSTAVO BAZ-SANTA MÓNICA",,,122,"state","south-north"
1227,"GUSTAVO BAZ-VALLE DORADO",,,122,"state","south-north"
1228,"GUSTAVO BAZ-L GPE.",,,122,"state","south-north"
1229,"GUSTAVO BAZ-LECHERÍA",,,122,"state","south-north"
1230,"GUSTAVO BAZ-LÓPEZ PORTILLO",,,122,"state","south-north"
1231,"GUSTAVO BAZ-TEPALCAPA",,,122,"state","south-north"
1232,"CIRCUNVALACIÓN-SANTA MÓNICA",,,122,"state","south-north"
1233,"CIRCUNVALACIÓN-VALLE DORADO",,,122,"state","south-north"
1234,"CIRCUNVALACIÓN-L GPE.",,,122,"state","south-north"
1235,"CIRCUNVALACIÓN-LECHERÍA",,,122,"state","south-north"
1236,"CIRCUNVALACIÓN-LÓPEZ PORTILLO",,,122,"state","south-north"
1237,"CIRCUNVALACIÓN-TEPALCAPA",,,122,"state","south-north"
1238,"VALLEJO/VALLEJO-L GPE.",,,122,"state","south-north"
1239,"VALLEJO/VALLEJO-LECHERÍA",,,122,"state","south-north"
1240,"VALLEJO/ VALLEJO-LÓPEZ PORTILLO",,,122,"state","south-north"
1241,"VALLEJO/ VALLEJO-TEPALCAPA",,,122,"state","south-north"
1242,"VALLEJO /PERIFÉRICO-L GPE.",,,122,"state","south-north"
1243,"VALLEJO /PERIFÉRICO-LECHERÍA",,,122,"state","south-north"
1244,"VALLEJO /PERIFÉRICO-LÓPEZ PORTILLO",,,122,"state","south-north"
1245,"VALLEJO /PERIFÉRICO-TEPALCAPA",,,122,"state","south-north"
1246,"VEB PTE.-CDI PTE.",,,124,"state","north-south"
1247,"VEB PTE.-EJERCITO NACIONAL PTE.",,,124,"state","north-south"
1248,"VEB PTE.-PALMAS PTE.",,,124,"state","north-south"
1249,"VEB PTE.-REFORMA CENTRO",,,124,"state","north-south"
1250,"VEB PTE.-PARQUE PELVOUX",,,124,"state","north-south"
1251,"VEB PTE.-CONSTITUYENTES PTE.",,,124,"state","north-south"
1252,"VEB PTE.-MINERIA PTE.",,,124,"state","north-south"
1253,"VEB PTE.-SAN ANTONIO PTE.",,,124,"state","north-south"
1254,"CDI PTE.-EJERCITO NACIONAL PTE.",,,124,"state","north-south"
1255,"CDI PTE.-PALMAS PTE.",,,124,"state","north-south"
1256,"CDI PTE.-REFORMA CENTRO",,,124,"state","north-south"
1257,"CDI PTE.-PARQUE PELVOUX",,,124,"state","north-south"
1258,"CDI PTE.-CONSTITUYENTES PTE.",,,124,"state","north-south"
1259,"CDI PTE.-MINERIA PTE.",,,124,"state","north-south"
1260,"CDI PTE.-SAN ANTONIO PTE.",,,124,"state","north-south"
1261,"CONSCRIPTO PTE.-EJERCITO NACIONAL PTE.",,,124,"state","north-south"
1262,"CONSCRIPTO PTE.-PALMAS PTE.",,,124,"state","north-south"
1263,"CONSCRIPTO PTE.-REFORMA CENTRO",,,124,"state","north-south"
1264,"CONSCRIPTO PTE.-PARQUE PELVOUX",,,124,"state","north-south"
1265,"CONSCRIPTO PTE.-CONSTITUYENTES PTE.",,,124,"state","north-south"
1266,"CONSCRIPTO PTE.-MINERIA PTE.",,,124,"state","north-south"
1267,"CONSCRIPTO PTE.-SAN ANTONIO PTE.",,,124,"state","north-south"
1268,"EJÉRCITO NACIONAL PTE.-PALMAS PTE.",,,124,"state","north-south"
1269,"EJÉRCITO NACIONAL PTE.-REFORMA CENTRO",,,124,"state","north-south"
1270,"EJÉRCITO NACIONAL PTE.-PARQUE PELVOUX",,,124,"state","north-south"
1271,"EJÉRCITO NACIONAL PTE.-CONSTITUYENTES PTE",,,124,"state","north-south"
1272,"EJÉRCITO NACIONAL PTE.-MINERIA PTE.",,,124,"state","north-south"
1273,"EJÉRCITO NACIONAL PTE.-SAN ANTONIO PTE.",,,124,"state","north-south"
1274,"PALMAS PTE.-REFORMA CENTRO",,,124,"state","north-south"
1275,"PALMAS PTE.-PARQUE PELVOUX",,,124,"state","north-south"
1276,"PALMAS PTE.-CONSTITUYENTES PTE.",,,124,"state","north-south"
1277,"PALMAS PTE.-MINERIA PTE.",,,124,"state","north-south"
1278,"PALMAS PTE.-SAN ANTONIO PTE.",,,124,"state","north-south"
1279,"ROSARIO CASTELLANOS-CONSTITUYENTES PTE",,,124,"state","north-south"
1280,"ROSARIO CASTELLANOS-MINERIA PTE.",,,124,"state","north-south"
1281,"ROSARIO CASTELLANOS-SAN ANTONIO PTE.",,,124,"state","north-south"
1282,"ALENCASTRE PTE.-CONSTITUYENTES PTE.",,,124,"state","north-south"
1283,"ALENCASTRE PTE.-MINERIA PTE.",,,124,"state","north-south"
1284,"ALENCASTRE PTE.-SAN ANTONIO PTE.",,,124,"state","north-south"
1285,"SAN ANTONIO OTE.-ALENCASTRE OTE.",,,124,"state","south-north"
1286,"SAN ANTONIO OTE.-CHAPULTEPEC / REFORMA OTE",,,124,"state","south-north"
1287,"SAN ANTONIO OTE.-CONSCRIPTO OTE.",,,124,"state","south-north"
1288,"SAN ANTONIO OTE.-CDI OTE.",,,124,"state","south-north"
1289,"SAN ANTONIO OTE.-VEB OTE.",,,124,"state","south-north"
1290,"SOSTENES ROCHA OTE.-ALENCASTRE OTE.",,,124,"state","south-north"
1291,"SOSTENES ROCHA OTE.-CHAPULTEPEC/REFORMA OTE",,,124,"state","south-north"
1292,"SOSTENES ROCHA OTE.-CONSCRIPTO OTE.",,,124,"state","south-north"
1293,"SOSTENES ROCHA OTE.-CDI OTE.",,,124,"state","south-north"
1294,"SOSTENES ROCHA OTE.-VEB OTE.",,,124,"state","south-north"
1295,"CONSTITUYENTES OTE.-ALENCASTRE OTE.",,,124,"state","south-north"
1296,"CONSTITUYENTES OTE.-CHAPULTEPEC / REFORMA OTE",,,124,"state","south-north"
1297,"CONSTITUYENTES OTE.-CONSCRIPTO OTE.",,,124,"state","south-north"
1298,"CONSTITUYENTES OTE.-CDI OTE.",,,124,"state","south-north"
1299,"CONSTITUYENTES OTE.-VEB OTE.",,,124,"state","south-north"
1300,"PARQUE MARTE OTE.-CONSCRIPTO OTE.",,,124,"state","south-north"
1301,"PARQUE MARTE OTE.-CDI OTE.",,,124,"state","south-north"
1302,"PARQUE MARTE OTE.-VEB OTE.",,,124,"state","south-north"
1303,"EJÉRCITO NACIONAL OTE.-CONSCRIPTO OTE.",,,124,"state","south-north"
1304,"EJÉRCITO NACIONAL OTE.-CDI OTE.",,,124,"state","south-north"
1305,"EJÉRCITO NACIONAL OTE.-VEB OTE.",,,124,"state","south-north"
1306,"RÍO DE LOS REMEDIOS (TSN) - ALFREDO DEL MAZO (A)",,,126,"state","south-north"
1307,"RIO DE LOS REMEDIOS (TSN) - CIRCUNVALACIÓN (A)",,,126,"state","south-north"
1308,"RIO DE LOS REMEDIOS (TSN) - CIRCUITO EXTERIOR M. (B)",,,126,"state","south-north"
1309,"RÍO DE LOS REMEDIOS (TSN) - JARDINES DE MORELOS (B)",,,126,"state","south-north"
1310,"RÍO DE LOS REMEDIOS (D/E) - ALFREDO DEL MAZO (A)",,,126,"state","south-north"
1311,"RIO DE LOS REMEDIOS (D/E) - CIRCUNVALACIÓN (A)",,,126,"state","south-north"
1312,"RIO DE LOS REMEDIOS (D/E) - CIRCUITO EXTERIOR M. (B)",,,126,"state","south-north"
1313,"RÍO DE LOS REMEDIOS (D/E) - JARDINES DE MORELOS (B)",,,126,"state","south-north"
1314,"ALFREDO DEL MAZO (E) - CIRCUNVALACIÓN (A)",,,126,"state","south-north"
1315,"ALFREDO DEL MAZO (E) - CIRCUITO EXTERIOR M. (B)",,,126,"state","south-north"
1316,"ALFREDO DEL MAZO (E) - JARDINES DE MORELOS (B)",,,126,"state","south-north"
1317,"CIRCUNVALACIÓN SUR(E) - CIRCUITO EXTERIOR M. (B)",,,126,"state","south-north"
1318,"CIRCUNVALACIÓN SUR (E) - JARDINES DE MORELOS (B)",,,126,"state","south-north"
1319,"VENTA DE CARPIO - CIRCUNVALACIÓN (C)",,,127,"state","north-south"
1320,"VENTA DE CARPIO - ALFREDO DEL MAZO (C)",,,127,"state","north-south"
1321,"VENTA DE CARPIO - RÍO DE LOS REMEDIOS (TSN)",,,127,"state","north-south"
1322,"VENTA DE CARPIO - RÍO DE LOS REMEDIOS (A)",,,127,"state","north-south"
1323,"JARDINES DE MORELOS (A) - CIRCUNVALACIÓN (C)",,,127,"state","north-south"
1324,"JARDINES DE MORELOS (A) - ALFREDO DEL MAZO (C)",,,127,"state","north-south"
1325,"JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (TNS)",,,127,"state","north-south"
1326,"JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (A)",,,127,"state","north-south"
1327,"CIRCUITO EXTERIOR M.  (A) - CIRCUNVALACIÓN (C)",,,127,"state","north-south"
1328,"CIRCUITO EXTERIOR M. (A) - ALFREDO DEL MAZO (C)",,,127,"state","north-south"
1329,"CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (TNS)",,,127,"state","north-south"
1330,"CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (A)",,,127,"state","north-south"
1331,"CIRCUNVALACIÓN SUR (D) - ALFREDO DEL MAZO (C)",,,127,"state","north-south"
1332,"CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (TNS)",,,127,"state","north-south"
1333,"CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (A)",,,127,"state","north-south"
1334,"ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (TNS)",,,127,"state","north-south"
1335,"ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (A)",,,127,"state","north-south"
1336,"Atlixco-jantetelco",55.94,,193,"state",
1337,"Puebla-atlixco",37.34,,194,"state",
1338,"Mexicalli-rio colorado",0.304,,108,"federal",
1339,"san martin-huejotzingo",18.45,,170,"state",
1340,"Apizaco-huahuchinango",44.84,,207,"state",
1341,"Apizaco-chignahuapan",,,207,"state",
1342,"santa ana-altar",73,200,128,"federal",
1343,"Sueco-villa ahumada",86.7,23,129,"federal",
1344,"Delicias-conchos",30,19,130,"federal",
1345,"Conchos-camargo",35,19,130,"federal",
1346,"Camargo-jimenez",70,6,131,"federal",
1347,"chihuahua-sacramento",27.9,,213,"state",
1348,"flores magon-ojo laguna",77.32,,,"state",
1349,"Cuahutémoc-santa isabel",,,,"state",
1350,"Jimenez-savalza",,,,"state",
1351,"flores magón-galeana",61.2,,,"state",
1352,"libramiento de samalayuca-san jeronimo",,,,"state",
1353,"Chihuahua-ojinaga",114.01,,,"state",
1354,"Puebla-tlaxcala",17,,192,"state",
1355,"libramiento de nogales",12.5,39,132,"federal",
1356,"san luis rio colorado II",0.4,210,133,"federal",
1357,"san luis rio colorado-doctor",49,,191,"state",
1358,"puente colombia",0.16,100,134,,
1359,"puente de anzalduas",2.558,213,136,"federal",
1360,"puente coatzacoalcos",0.985,69,138,"federal",
1361,"puente ignacio chávez",0.488,75,140,,
1362,"libramiento de ciudad juárez",31.3,,141,,
1363,"puente guadalupe tornillo",0.215,254,142,,
1364,"puente lerdo-stanton",0.106,232,143,,
1365,"puente josé lópez portillo",0.391,214,144,,
1366,"puente la unidad-eugenio echeverria castellot",3.222,198,145,,
1367,"puente laredo I",0.16,80,146,,
1368,"puente libre comercio",0.08,162,147,"state",
1369,"puente nuevo laredo iii",0.298,86,148,"state",
1370,"puente paso del norte",0.216,91,150,,
1371,"puente refinería lázaro cárdenas",1.17,229,151,,
1372,"puente reynosa-phar",2.629,95,152,"federal",
1373,"puente rio bravo-donna",0.167,211,153,"state",
1374,"puente rodolfo robles",0.189,96,154,,
1375,"puente san miguel",0.26,98,155,,
1376,"puente suchiate ii",0.029,101,156,,
1377,"puente zaragoza-ysleta",0.155,107,158,,
1378,"cd. mendoza-córdoba",30.675,10,159,"federal",
1379,"cd. mendoza-fortin",23.175,10,159,"federal",
1380,"Tintal-playa del carmen",44,240,160,"federal",
1381,"ent. Acolman-ent. Tequisistlan",4.5,243,161,,
1382,"ent. Tequisistlan-ent. Nabor carrillo",0,243,161,,
1383,"puente el prieto",3,,162,,
1384,"centinela-rumorosa",47.297,22,163,"federal",
1385,"libramiento de chilpancingo",20.6,231,164,"state",
1386,"libramiento fresnillo",20.05,37,165,"federal",
1387,"libramiento calera-enrique estrada",12.2,48,166,"federal",
1388,"libramiento noreste de zacatecas",26,,167,"state",
1389,"libramiento felipe carrillo puerto",14.14,245,168,"federal",
1390,"ent. Chetumal-ent. Merida",5.905,245,168,"federal",
1391,"ent. Chetumal-ent. Felipe carrillo puerto",5.905,245,168,"federal",
1392,"autopista benito juárez",,,204,"state",
1397,"A-32 bis",,,178,"state",
1398,"tuxtla gutierrez-san pedro",,,16,"federal",
1399,"san luis potosi-villa juarez",,,185,"state",
1400,"villa juarez-rio verde",,,185,"state",
1401,"malinalco",,,181,"state",
1402,"calz. Vallejo-ceylan",,,182,,
1403,"autopista metlapil (viaducto punta diamante)-pinotepa",,,205,"state",
1404,"autopista metlapil (viaducto punta diamante)-la venta",21.5,,205,"state",
1405,"virreyes-teziutlan",,,209,"state",
1406,"Teziutlám-Zaragoza Cardenas Caminos",,,209,"state",
1407,"Atempan-teziutlan",,,209,"state",
1408,"Atempan-virreyes",,,209,"state",
1409,"virreyes-teziutlan",,,209,"state",
1410,"cerritos-ent. tula",,,210,"state",
1411,"zapotlan del rey-guadalajara",,,51,"federal",
1412,"Guadalajara-zapotlanejo del rey",,,51,"federal",
1413,"la sauceda-zapotlanejo",12.9,,51,"federal",
1414,"la barca-san francisco de rivas",,,51,"federal",
1415,"Guadalajara-acatic",,,41,"federal",
1416,"Ent. Libramiento calera-enrique estrada",,48,166,"federal",
1417,"Ent. Libramiento calera-enrique estrada",,48,166,"federal",
1418,"5 Sur Leyes de Reforma A",,,,,
1419,"4 Oriente Río Churubusco A",,,,,
1420,"La Nueva Viga",,,,,
1421,"6 Sur Luis Méndez A",,,,,
1422,"6 Sur Luis Méndez B",,,,,
1423,"CHAMAPA INBURSA – CUAUTITLAN",,,,,
1424,"CHAMAPA INBURSA – LOMAS VERDES",,,,,
1425,"LA VENTA – NOPALA",,,,,
1426,"APASEO EL GRANDE – ATLACOMULCO",,,,,
1427,"La Cinta - Ent. Cerro Gordo",,,,,
1428,"CHAMAPA CAPUFE – HUIXQUILUCAN",,,,,
1429,"CHAMAPA CAPUFE – INTERLOMAS",,,,,
1430,"VILLA DE REYES - WTC",,,,,
1431,"VILLA DE REYES - VILLA DE ARRIAGA",,,,,
1432,"VILLA DE ARRIAGA - VILLA DE REYES",,,,,
1433,"WTC - VILLA DE REYES",,,,,
1434,"LOGISTIK - VILLA DE REYES",,,,,
1435,"VILLA DE REYES - SAN LUIS POTOSÍ",,,,,
1436,"CEYLAN -CALZ. VALLEJO",,,,,
1437,"LA PEÑITA",,,,,
1438,"OCOTLAN",,,,,
1439,"OCOTLAN",,,,,
1440,"HUEJOTZINGO",,,,,
1441,"JIQUIPILAS",,,,,
1442,"LA HINCADA",,,,,
1443,"JILOTEPEC - SIN SALIDA",,,,,
1444,"CALZ. VALLEJO-MÉXICO PACHUCA",,,,,
1445,"CERRITOS",,,,,
1446,"CERRITOS",,,,,
1447,"CERRITOS",,,,,
1448,"LA PEÑITA",,,,,
1449,"LIB. SUR PTE. QRO.",,,,,
1450,"LOGISTIK-VILLA DE REYES",,,,,
1451,"SAN FELIPE-VILLA DE REYES",,,,,
1452,"VILLA DE REYES-SAN FELIPE",,,,,
1453,"Zaragoza-virreyes",,,209,"state",
1454,"Celaya-cerro gordo",,,,,
1455,"Xochitepec-alpuyeca",,,,,
1456,"Puebla-zacatelco",,,,,
1457,"Zacatelco-puebla",,,,,
1458,"libramiento noreste zacatecas (ent. Saltillo)",,,,,
1459,"Tlaxcala-san martin texmelucan (arco norte)",,,,,
1460,"Leon-ramal",,,38,,
1461,"Irapuato-ramal",,,38,,
1462,"Romita-ramal",,,38,,
